Age_Group,Income_Level,Nationality,Luxury_Interest,Shopping_Frequency,Preferred_Category,Color_Preference,Digital_Engagement,Influenced_By_AI,Max_Spend,Will_Buy
36-45,Ultra High,Expat - Western,Medium,Rare,Real Estate,Silver,Low,Yes,42986,No
46+,Medium,Expat - Indian,Medium,Rare,Watches,Silver,High,No,45514,No
18-25,Medium,Expat - Arab,Medium,Rare,Automobiles,Gold,High,Yes,16372,No
26-35,Medium,Emirati,High,Occasional,Real Estate,Silver,Low,Yes,13631,No
36-45,Low,Expat - Indian,Low,Frequent,Real Estate,Gold,High,Yes,2472,Yes
26-35,Medium,Other,High,Occasional,Fashion,Gold,Low,No,27955,No
26-35,Medium,Expat - Indian,Medium,Occasional,Automobiles,Silver,Low,Yes,48367,No
36-45,Low,Expat - Arab,High,Occasional,Jewelry,Black,High,Yes,31802,No
26-35,High,Expat - Indian,High,Frequent,Real Estate,White,Low,No,5872,No
36-45,Medium,Emirati,Medium,Rare,Real Estate,Bold Colors,Low,Yes,28547,No
26-35,High,Emirati,Medium,Frequent,Watches,White,Medium,Yes,44341,No
36-45,High,Other,High,Frequent,Fashion,Bold Colors,Low,Yes,14691,Yes
18-25,Low,Expat - Western,Medium,Occasional,Real Estate,Bold Colors,Medium,No,45250,No
46+,Medium,Expat - Arab,High,Occasional,Real Estate,White,Medium,No,5753,No
36-45,Medium,Expat - Arab,Medium,Occasional,Jewelry,Gold,Medium,Yes,2833,No
36-45,High,Expat - Western,Low,Rare,Jewelry,Silver,Medium,Yes,39696,No
46+,Low,Emirati,Medium,Rare,Watches,Black,High,Yes,9645,No
36-45,Medium,Emirati,High,Rare,Watches,Black,High,No,40584,Yes
36-45,Medium,Expat - Indian,Medium,Frequent,Watches,Black,Low,No,31441,No
26-35,Low,Other,High,Occasional,Jewelry,White,Low,Yes,41024,No
46+,Low,Other,High,Frequent,Jewelry,White,Low,Yes,44317,Yes
18-25,Medium,Other,Medium,Rare,Fashion,Gold,High,No,16062,No
36-45,High,Expat - Indian,Low,Occasional,Automobiles,Black,Medium,No,10635,No
46+,Medium,Other,High,Rare,Automobiles,Gold,High,No,21064,No
26-35,Medium,Expat - Western,Medium,Occasional,Fashion,Black,High,No,10940,No
18-25,Medium,Expat - Indian,High,Occasional,Automobiles,White,Low,No,36169,No
46+,High,Expat - Western,Medium,Frequent,Jewelry,Silver,Low,Yes,14111,Yes
18-25,Low,Expat - Indian,Medium,Frequent,Automobiles,Silver,Low,Yes,45131,No
18-25,High,Other,High,Rare,Jewelry,Silver,Medium,Yes,46200,Yes
18-25,Low,Expat - Western,Medium,Frequent,Fashion,Silver,Medium,No,30739,No
36-45,Medium,Expat - Western,Medium,Frequent,Watches,Bold Colors,High,Yes,43746,No
36-45,Low,Expat - Western,Medium,Frequent,Fashion,Black,Medium,Yes,18793,No
26-35,Low,Expat - Indian,Medium,Occasional,Automobiles,Silver,Low,Yes,19146,No
26-35,Medium,Expat - Arab,Medium,Frequent,Jewelry,Bold Colors,Medium,Yes,34677,No
46+,Low,Other,High,Rare,Automobiles,Bold Colors,Medium,No,1760,No
26-35,High,Expat - Western,Medium,Occasional,Automobiles,Bold Colors,Medium,Yes,24022,No
18-25,Low,Expat - Arab,Medium,Occasional,Watches,Gold,Medium,Yes,6612,No
18-25,Medium,Other,Medium,Frequent,Automobiles,Gold,Low,No,37008,No
36-45,Medium,Other,Medium,Occasional,Watches,Bold Colors,Low,Yes,28265,No
18-25,Low,Expat - Western,Medium,Rare,Jewelry,Silver,High,No,1530,No
46+,Low,Expat - Western,High,Rare,Jewelry,Black,High,No,10551,No
18-25,Medium,Expat - Indian,High,Occasional,Watches,White,High,No,29394,No
18-25,Medium,Expat - Arab,Medium,Frequent,Fashion,Gold,Medium,No,43987,No
46+,Medium,Expat - Arab,Medium,Frequent,Jewelry,Silver,Medium,Yes,49984,No
26-35,Medium,Expat - Western,Low,Occasional,Fashion,Silver,Low,Yes,3560,No
26-35,Medium,Other,Medium,Rare,Jewelry,White,High,Yes,19561,No
46+,Low,Expat - Western,Medium,Occasional,Jewelry,White,Low,Yes,6103,No
36-45,Medium,Other,Medium,Frequent,Real Estate,Silver,High,Yes,25090,No
18-25,Ultra High,Other,Medium,Frequent,Automobiles,White,High,Yes,18921,No
46+,Medium,Expat - Western,Low,Occasional,Automobiles,Silver,High,No,43233,No
18-25,Medium,Emirati,Low,Rare,Fashion,White,Medium,Yes,3781,No
36-45,Medium,Expat - Arab,High,Occasional,Automobiles,White,High,Yes,18330,No
18-25,High,Other,Medium,Rare,Fashion,Silver,High,Yes,6257,Yes
46+,High,Other,Medium,Rare,Jewelry,Bold Colors,Medium,Yes,35956,No
18-25,Medium,Emirati,Low,Occasional,Real Estate,Silver,High,No,39831,Yes
26-35,Ultra High,Expat - Indian,Low,Occasional,Real Estate,Black,Medium,Yes,16615,No
36-45,Low,Emirati,High,Rare,Jewelry,White,Medium,No,1881,Yes
36-45,Low,Emirati,Medium,Rare,Watches,Gold,Low,Yes,2847,No
36-45,High,Other,Medium,Rare,Watches,White,Medium,Yes,40367,No
46+,High,Expat - Arab,Medium,Rare,Automobiles,Black,Medium,Yes,23110,No
36-45,Low,Emirati,High,Frequent,Fashion,Gold,Medium,No,38336,Yes
26-35,Low,Expat - Indian,Low,Occasional,Real Estate,Gold,High,Yes,17314,No
46+,Low,Expat - Western,Low,Rare,Automobiles,Silver,Low,Yes,31118,No
26-35,Low,Emirati,Medium,Occasional,Jewelry,Bold Colors,High,Yes,40931,Yes
18-25,High,Emirati,Medium,Rare,Real Estate,Silver,Medium,No,44924,No
18-25,Medium,Expat - Indian,Medium,Occasional,Fashion,Gold,Medium,No,23966,Yes
18-25,Medium,Expat - Arab,Medium,Occasional,Fashion,Gold,Low,Yes,45023,No
18-25,Medium,Emirati,Medium,Rare,Watches,Bold Colors,Low,Yes,12320,No
26-35,Low,Emirati,High,Rare,Automobiles,White,Medium,No,3216,No
46+,Low,Expat - Arab,Medium,Occasional,Jewelry,Bold Colors,Medium,No,26564,No
46+,Medium,Expat - Indian,Low,Occasional,Real Estate,Silver,High,No,39469,No
36-45,Ultra High,Emirati,Medium,Occasional,Fashion,White,Medium,No,25401,No
26-35,High,Expat - Arab,High,Frequent,Real Estate,Silver,High,No,12780,No
18-25,Low,Emirati,Medium,Rare,Jewelry,Bold Colors,Low,Yes,11694,No
26-35,High,Expat - Western,High,Frequent,Real Estate,White,High,No,5809,No
36-45,High,Other,Low,Frequent,Automobiles,Bold Colors,Medium,No,17562,No
36-45,High,Expat - Western,Medium,Rare,Watches,Black,High,Yes,48160,No
26-35,Medium,Emirati,Low,Rare,Real Estate,Gold,High,Yes,33441,No
26-35,Medium,Expat - Indian,Medium,Frequent,Watches,White,Low,No,41539,No
26-35,Medium,Other,High,Rare,Jewelry,Gold,High,Yes,2929,No
46+,Low,Expat - Western,High,Occasional,Watches,Black,Medium,No,30617,No
18-25,Low,Expat - Arab,Medium,Occasional,Real Estate,White,High,Yes,48074,No
26-35,Low,Expat - Indian,Medium,Frequent,Real Estate,Gold,High,Yes,15244,No
26-35,Medium,Expat - Western,High,Frequent,Fashion,Gold,High,Yes,33879,No
26-35,High,Expat - Arab,Medium,Rare,Real Estate,White,Medium,Yes,45179,No
36-45,Medium,Emirati,Low,Rare,Watches,Gold,High,Yes,12116,No
36-45,Low,Expat - Arab,Medium,Frequent,Fashion,Gold,Medium,Yes,23418,No
46+,Ultra High,Expat - Western,Medium,Frequent,Real Estate,White,High,No,16707,No
18-25,Ultra High,Expat - Western,Medium,Occasional,Real Estate,Gold,Low,No,18765,Yes
46+,High,Emirati,Medium,Occasional,Jewelry,Gold,Low,Yes,36895,No
18-25,Ultra High,Expat - Arab,Medium,Rare,Fashion,Silver,Low,Yes,14100,No
36-45,Medium,Expat - Arab,Medium,Occasional,Jewelry,Silver,Medium,Yes,24867,No
36-45,Ultra High,Emirati,Low,Rare,Jewelry,Black,Medium,Yes,44971,No
36-45,Low,Expat - Arab,Medium,Rare,Jewelry,Silver,Medium,Yes,2208,No
46+,Medium,Emirati,High,Rare,Automobiles,Silver,High,Yes,45085,No
26-35,Low,Expat - Indian,Medium,Occasional,Jewelry,Black,Medium,Yes,1036,No
26-35,Low,Expat - Western,Medium,Frequent,Watches,Gold,Medium,Yes,19212,No
36-45,Low,Expat - Indian,High,Frequent,Real Estate,Gold,Medium,Yes,12252,No
26-35,Medium,Other,High,Occasional,Automobiles,Silver,Medium,No,20725,No
26-35,High,Other,Medium,Frequent,Jewelry,Black,Low,Yes,8006,No
46+,Medium,Other,Low,Rare,Real Estate,Gold,High,No,48835,No
18-25,Low,Emirati,High,Frequent,Fashion,Bold Colors,Low,No,25059,No
36-45,High,Expat - Arab,High,Occasional,Fashion,White,High,No,6347,No
36-45,Medium,Expat - Indian,High,Frequent,Real Estate,White,High,No,33171,No
46+,Medium,Expat - Indian,High,Rare,Watches,White,Low,Yes,29517,Yes
46+,Medium,Expat - Indian,Medium,Rare,Real Estate,Silver,Medium,Yes,25274,No
26-35,Low,Expat - Indian,Medium,Occasional,Real Estate,White,Low,Yes,34577,No
36-45,Medium,Other,Low,Occasional,Automobiles,White,High,No,28648,No
18-25,Ultra High,Expat - Indian,Medium,Occasional,Fashion,Bold Colors,High,No,5118,Yes
46+,Low,Expat - Arab,Medium,Rare,Fashion,Gold,Medium,No,18910,No
18-25,Medium,Other,Medium,Frequent,Jewelry,Bold Colors,Low,Yes,14083,No
18-25,High,Expat - Indian,Medium,Frequent,Real Estate,Silver,High,No,14187,Yes
36-45,High,Emirati,High,Occasional,Real Estate,White,Low,Yes,1424,Yes
36-45,Low,Expat - Western,Medium,Frequent,Watches,Gold,Medium,Yes,27641,No
46+,Low,Expat - Western,Medium,Frequent,Fashion,White,Medium,No,35750,No
36-45,Low,Expat - Western,Low,Occasional,Watches,White,High,Yes,16918,No
36-45,Medium,Other,Medium,Occasional,Automobiles,Silver,Medium,No,24154,No
36-45,Medium,Expat - Indian,High,Rare,Jewelry,White,High,Yes,49166,No
18-25,Low,Other,Medium,Rare,Watches,Black,High,No,12992,No
46+,Ultra High,Expat - Arab,High,Rare,Fashion,Gold,Medium,Yes,35001,Yes
26-35,Medium,Emirati,Medium,Rare,Automobiles,Gold,Medium,No,43757,No
18-25,Low,Emirati,Medium,Frequent,Real Estate,Black,Low,No,15546,No
36-45,Medium,Expat - Western,Medium,Frequent,Automobiles,Silver,Low,No,42524,No
18-25,Medium,Expat - Western,Medium,Rare,Watches,White,High,Yes,4019,No
36-45,Low,Expat - Western,High,Rare,Fashion,White,Low,No,2304,No
36-45,Low,Expat - Indian,Medium,Occasional,Watches,Gold,High,Yes,47912,No
18-25,High,Expat - Arab,High,Frequent,Real Estate,Silver,Medium,Yes,17832,Yes
46+,Medium,Expat - Arab,Medium,Frequent,Real Estate,Silver,Medium,Yes,23791,No
36-45,Medium,Expat - Arab,High,Rare,Fashion,Silver,Low,No,11022,No
46+,Medium,Expat - Arab,Low,Frequent,Jewelry,White,High,Yes,11350,No
26-35,Low,Expat - Western,High,Occasional,Automobiles,Silver,High,No,12818,No
36-45,Low,Emirati,Medium,Occasional,Automobiles,Black,Low,No,34617,No
46+,Medium,Expat - Western,Medium,Frequent,Real Estate,Bold Colors,High,Yes,4962,No
46+,Low,Expat - Arab,Medium,Rare,Watches,Silver,High,No,5854,No
26-35,Low,Expat - Western,High,Frequent,Watches,Bold Colors,Medium,Yes,35307,No
46+,High,Expat - Arab,Low,Occasional,Jewelry,White,High,No,3944,No
46+,Ultra High,Other,Medium,Rare,Watches,Silver,High,Yes,23327,No
26-35,High,Emirati,High,Frequent,Automobiles,Gold,High,Yes,4244,Yes
36-45,High,Other,Medium,Rare,Watches,White,Low,Yes,23720,No
46+,Low,Expat - Indian,Low,Rare,Jewelry,Black,Low,Yes,26090,Yes
46+,Ultra High,Expat - Western,Medium,Occasional,Automobiles,Black,Low,Yes,47023,No
46+,Low,Expat - Indian,Medium,Rare,Watches,Bold Colors,High,Yes,35359,No
18-25,Ultra High,Expat - Western,High,Frequent,Automobiles,Bold Colors,High,Yes,49536,Yes
26-35,Ultra High,Other,High,Rare,Real Estate,Gold,Low,Yes,8855,Yes
18-25,High,Expat - Arab,Medium,Rare,Real Estate,Gold,Low,Yes,2601,No
26-35,Ultra High,Expat - Arab,High,Frequent,Real Estate,Black,High,No,32952,No
36-45,Medium,Expat - Western,Medium,Occasional,Watches,Silver,High,Yes,46577,No
36-45,Low,Expat - Arab,Low,Occasional,Jewelry,Black,Medium,No,6690,Yes
46+,Medium,Other,Medium,Frequent,Automobiles,Black,Low,No,13521,No
26-35,Medium,Expat - Arab,Medium,Frequent,Fashion,Gold,High,No,35610,No
36-45,Low,Other,Low,Occasional,Real Estate,Bold Colors,Low,No,11483,No
26-35,Medium,Expat - Indian,High,Rare,Real Estate,Gold,Low,Yes,9058,No
36-45,Ultra High,Other,High,Frequent,Fashion,Gold,Low,No,14704,No
18-25,Low,Emirati,Medium,Rare,Fashion,Gold,Medium,Yes,6565,Yes
36-45,High,Emirati,Medium,Frequent,Watches,Black,High,No,44856,No
18-25,Ultra High,Emirati,High,Occasional,Automobiles,Silver,High,No,38256,No
36-45,Ultra High,Expat - Western,High,Rare,Real Estate,Black,Low,Yes,31615,Yes
46+,Ultra High,Expat - Western,High,Rare,Jewelry,White,High,No,42674,Yes
18-25,Medium,Expat - Western,Medium,Frequent,Watches,Gold,Medium,Yes,2927,No
36-45,Ultra High,Other,High,Rare,Watches,Gold,Low,Yes,16512,Yes
46+,High,Expat - Western,Medium,Frequent,Jewelry,White,Medium,Yes,9301,No
18-25,Low,Expat - Indian,Medium,Occasional,Jewelry,Gold,Medium,No,22313,No
46+,Medium,Emirati,Low,Rare,Jewelry,Gold,High,No,9457,No
26-35,High,Other,Low,Frequent,Fashion,Gold,High,No,6492,No
26-35,Low,Emirati,Medium,Rare,Real Estate,White,Medium,Yes,4223,No
18-25,Medium,Expat - Western,Medium,Frequent,Fashion,Black,High,Yes,23511,No
36-45,Medium,Other,Low,Frequent,Real Estate,Gold,Medium,No,22455,No
18-25,Low,Expat - Arab,High,Frequent,Fashion,Silver,Medium,Yes,34722,No
46+,Medium,Expat - Indian,Low,Occasional,Automobiles,White,Low,No,24434,No
36-45,High,Expat - Western,Medium,Rare,Real Estate,Bold Colors,Medium,Yes,31341,No
26-35,Medium,Expat - Western,Medium,Occasional,Watches,White,Medium,Yes,43309,No
36-45,Low,Expat - Indian,High,Frequent,Real Estate,Black,High,Yes,16007,No
26-35,Low,Expat - Indian,Medium,Frequent,Real Estate,White,Low,No,35342,No
36-45,Medium,Expat - Arab,Low,Occasional,Real Estate,Bold Colors,High,Yes,27799,No
36-45,Ultra High,Expat - Western,Medium,Occasional,Automobiles,Silver,Low,Yes,16674,No
36-45,Low,Expat - Western,High,Rare,Fashion,Bold Colors,High,Yes,16426,No
46+,Medium,Emirati,High,Frequent,Watches,White,Medium,Yes,8095,No
46+,Low,Other,Medium,Occasional,Fashion,Bold Colors,Low,Yes,45791,No
18-25,Medium,Other,Medium,Frequent,Fashion,White,Low,Yes,25104,No
18-25,High,Emirati,High,Frequent,Jewelry,Silver,Low,No,4255,No
26-35,High,Other,Low,Rare,Automobiles,Silver,Low,Yes,34826,No
46+,Low,Expat - Indian,Medium,Rare,Jewelry,Black,High,No,35725,No
26-35,Medium,Other,Medium,Rare,Automobiles,Silver,High,No,24032,No
18-25,Low,Other,Low,Occasional,Fashion,Gold,Low,Yes,5944,No
26-35,Medium,Emirati,Medium,Frequent,Fashion,Bold Colors,Low,Yes,38826,No
18-25,Medium,Expat - Arab,Medium,Occasional,Automobiles,Bold Colors,Low,No,31497,Yes
46+,Low,Other,Medium,Occasional,Fashion,White,High,Yes,28723,Yes
36-45,Low,Other,High,Rare,Fashion,Silver,Low,Yes,36287,Yes
46+,Medium,Expat - Arab,Medium,Frequent,Watches,Black,Low,Yes,12845,No
26-35,Ultra High,Emirati,High,Frequent,Jewelry,Black,Low,No,25297,No
26-35,Ultra High,Expat - Arab,Low,Rare,Jewelry,Black,High,Yes,3570,No
46+,Low,Emirati,Medium,Frequent,Jewelry,Gold,Medium,No,28503,No
46+,High,Expat - Indian,Low,Rare,Real Estate,Silver,Medium,No,8450,Yes
18-25,Medium,Emirati,High,Occasional,Watches,Black,High,Yes,21271,No
26-35,Medium,Expat - Indian,High,Occasional,Jewelry,Gold,Medium,Yes,41471,No
26-35,High,Expat - Indian,Medium,Rare,Jewelry,Bold Colors,Low,Yes,16898,No
46+,Ultra High,Emirati,High,Occasional,Watches,White,Low,Yes,15389,Yes
36-45,Ultra High,Expat - Western,Medium,Occasional,Fashion,Silver,High,Yes,49182,No
26-35,Medium,Emirati,High,Rare,Jewelry,Silver,High,Yes,26463,No
36-45,Medium,Other,High,Occasional,Fashion,Bold Colors,Medium,Yes,1744,No
46+,High,Other,High,Frequent,Jewelry,Silver,Medium,Yes,23804,Yes
46+,Low,Expat - Western,Medium,Occasional,Automobiles,Silver,Low,Yes,37282,No
18-25,Medium,Expat - Indian,Low,Rare,Real Estate,Silver,High,No,11871,Yes
26-35,Medium,Expat - Western,Medium,Frequent,Jewelry,Silver,Medium,Yes,14536,No
36-45,Medium,Other,Low,Frequent,Automobiles,Gold,Medium,No,24097,Yes
18-25,Low,Expat - Western,Medium,Occasional,Watches,Gold,Low,Yes,1175,No
26-35,Low,Emirati,Medium,Frequent,Automobiles,White,Low,Yes,4217,No
18-25,Ultra High,Expat - Western,Medium,Rare,Watches,Silver,Low,Yes,16106,No
46+,Low,Expat - Indian,Low,Frequent,Jewelry,Bold Colors,Low,Yes,31359,No
26-35,Medium,Emirati,Low,Occasional,Watches,Black,Medium,Yes,47464,No
18-25,Low,Expat - Arab,Medium,Occasional,Automobiles,White,High,No,23357,No
18-25,Low,Other,High,Frequent,Real Estate,Black,High,No,43354,No
36-45,Low,Other,Medium,Rare,Fashion,Black,Low,Yes,39570,No
18-25,Low,Expat - Western,Medium,Rare,Fashion,Silver,Low,Yes,8034,No
26-35,High,Emirati,High,Occasional,Real Estate,Bold Colors,Medium,Yes,17263,Yes
26-35,Low,Expat - Arab,Medium,Occasional,Fashion,Black,Low,Yes,43180,No
36-45,Ultra High,Emirati,Medium,Rare,Jewelry,Black,High,Yes,9776,No
26-35,Medium,Other,Medium,Frequent,Jewelry,White,Low,Yes,44822,No
46+,Medium,Emirati,Medium,Frequent,Automobiles,Bold Colors,High,Yes,10812,No
26-35,Medium,Expat - Arab,High,Frequent,Automobiles,Bold Colors,Low,Yes,20739,No
26-35,Medium,Expat - Western,Low,Frequent,Watches,Black,Low,Yes,27925,No
18-25,High,Expat - Indian,Medium,Rare,Automobiles,Bold Colors,High,Yes,20575,No
18-25,Low,Emirati,Low,Occasional,Jewelry,White,Medium,Yes,23231,No
26-35,Medium,Expat - Indian,Medium,Occasional,Automobiles,White,Medium,No,12399,No
36-45,High,Other,High,Frequent,Fashion,White,Low,Yes,48731,Yes
18-25,Ultra High,Expat - Western,Medium,Rare,Watches,Silver,Low,No,24100,No
36-45,High,Expat - Western,Low,Rare,Watches,Black,High,No,11768,Yes
26-35,Medium,Emirati,Medium,Frequent,Jewelry,Bold Colors,High,No,34299,No
26-35,High,Expat - Western,Low,Frequent,Automobiles,White,Low,No,12357,No
46+,Medium,Emirati,Low,Frequent,Fashion,Black,High,No,2437,No
18-25,Medium,Emirati,High,Occasional,Automobiles,Black,Medium,No,25946,Yes
26-35,Low,Expat - Indian,High,Frequent,Real Estate,Silver,Medium,Yes,21888,No
46+,Medium,Expat - Western,High,Occasional,Automobiles,Bold Colors,High,Yes,6502,No
18-25,Low,Emirati,High,Rare,Jewelry,Bold Colors,High,No,41376,No
26-35,Medium,Expat - Indian,Medium,Rare,Automobiles,White,High,No,6566,Yes
26-35,High,Expat - Arab,Low,Occasional,Watches,White,Medium,No,42576,No
18-25,Low,Expat - Indian,High,Occasional,Fashion,Black,Low,No,5014,No
18-25,Low,Expat - Indian,High,Occasional,Jewelry,Bold Colors,High,No,14613,Yes
18-25,Low,Emirati,High,Occasional,Real Estate,Bold Colors,High,No,41167,No
26-35,Ultra High,Other,Medium,Frequent,Fashion,White,High,No,34699,No
26-35,Medium,Other,Medium,Rare,Fashion,Gold,Low,Yes,36233,No
46+,Medium,Other,High,Frequent,Watches,Black,High,No,49391,No
36-45,High,Expat - Indian,High,Occasional,Watches,Bold Colors,High,No,22814,No
18-25,High,Emirati,High,Frequent,Watches,Silver,Medium,No,24386,No
26-35,Medium,Expat - Western,Low,Frequent,Jewelry,Silver,High,No,47776,No
26-35,Medium,Expat - Indian,Medium,Rare,Automobiles,Gold,Medium,Yes,42585,No
18-25,High,Expat - Indian,Medium,Frequent,Fashion,White,Low,Yes,39756,No
36-45,Medium,Emirati,High,Rare,Automobiles,White,High,No,8509,Yes
18-25,Low,Expat - Arab,Low,Occasional,Automobiles,White,High,Yes,23316,No
36-45,High,Expat - Indian,Low,Frequent,Watches,Silver,Medium,Yes,46617,No
26-35,Medium,Expat - Arab,High,Occasional,Automobiles,White,Low,Yes,12071,No
36-45,Low,Expat - Arab,Low,Rare,Fashion,Silver,Low,No,28742,No
46+,Medium,Other,High,Occasional,Fashion,Gold,Medium,No,47849,No
26-35,Low,Emirati,Medium,Occasional,Real Estate,Black,Low,No,14228,No
46+,Low,Expat - Arab,High,Rare,Jewelry,Bold Colors,Low,No,12614,No
18-25,High,Emirati,Medium,Occasional,Automobiles,Gold,Low,Yes,11301,No
18-25,Low,Other,High,Occasional,Jewelry,Silver,Low,Yes,36549,No
18-25,Medium,Emirati,High,Occasional,Jewelry,Gold,Low,Yes,43851,No
36-45,Medium,Expat - Indian,Low,Frequent,Jewelry,Bold Colors,Low,No,12374,No
26-35,Low,Expat - Arab,Low,Occasional,Jewelry,Black,Low,Yes,35407,No
18-25,Ultra High,Emirati,Medium,Rare,Fashion,Bold Colors,Low,No,47606,No
18-25,Low,Expat - Western,Medium,Frequent,Automobiles,Silver,High,Yes,42741,No
26-35,Medium,Emirati,High,Frequent,Real Estate,Bold Colors,Medium,Yes,14982,No
18-25,Medium,Expat - Arab,Medium,Rare,Jewelry,Gold,Low,No,32258,No
46+,Low,Other,Medium,Occasional,Real Estate,White,Medium,Yes,46652,Yes
26-35,Low,Other,Low,Frequent,Fashion,Gold,Low,No,11248,No
26-35,High,Expat - Arab,High,Frequent,Fashion,Silver,Low,Yes,11515,No
26-35,Ultra High,Expat - Indian,High,Frequent,Watches,Black,High,Yes,36042,Yes
46+,Low,Expat - Indian,Medium,Occasional,Jewelry,Bold Colors,Medium,Yes,27809,No
26-35,Medium,Other,Medium,Frequent,Watches,Black,Medium,Yes,11830,No
46+,High,Other,Low,Rare,Real Estate,Silver,High,No,36248,Yes
26-35,High,Expat - Arab,Medium,Occasional,Automobiles,Bold Colors,High,Yes,7799,Yes
36-45,Medium,Expat - Indian,Medium,Rare,Watches,Gold,Medium,Yes,9547,No
18-25,Medium,Other,Low,Rare,Fashion,Gold,Low,Yes,32562,No
36-45,Medium,Expat - Indian,Medium,Frequent,Jewelry,Silver,Low,No,15328,Yes
18-25,High,Other,Medium,Frequent,Real Estate,Bold Colors,Medium,No,13679,No
46+,High,Emirati,Medium,Frequent,Fashion,Gold,Low,Yes,22058,No
36-45,Low,Expat - Western,Medium,Rare,Automobiles,Silver,High,Yes,33237,No
26-35,Medium,Emirati,Low,Occasional,Jewelry,Silver,High,No,47696,No
18-25,Ultra High,Other,High,Frequent,Automobiles,Black,High,No,20906,No
18-25,High,Expat - Western,High,Frequent,Automobiles,Gold,Medium,Yes,44427,Yes
36-45,Ultra High,Expat - Western,Medium,Rare,Jewelry,Bold Colors,Medium,No,39872,No
46+,High,Other,Low,Occasional,Jewelry,Gold,Medium,No,17547,Yes
36-45,Medium,Other,High,Rare,Automobiles,Gold,Low,No,24306,Yes
46+,Medium,Expat - Indian,High,Frequent,Real Estate,Gold,Medium,No,29210,No
46+,Medium,Other,Medium,Rare,Jewelry,Silver,Medium,No,46693,No
18-25,Low,Expat - Arab,Medium,Frequent,Fashion,White,High,Yes,29239,No
36-45,Medium,Other,Low,Occasional,Watches,White,Low,No,28830,No
36-45,High,Expat - Arab,Medium,Rare,Real Estate,Black,Low,Yes,4381,No
46+,Low,Other,Low,Frequent,Jewelry,Gold,High,No,35832,No
36-45,High,Expat - Indian,Medium,Frequent,Jewelry,White,Low,Yes,40357,No
26-35,Medium,Expat - Arab,Medium,Frequent,Real Estate,Black,Medium,Yes,29841,No
26-35,Ultra High,Emirati,Medium,Frequent,Watches,Silver,Low,No,8447,No
36-45,Low,Expat - Arab,Medium,Rare,Automobiles,Gold,High,No,21368,Yes
36-45,Low,Expat - Indian,Medium,Frequent,Fashion,Bold Colors,Low,Yes,21271,No
46+,Medium,Expat - Arab,Medium,Rare,Jewelry,Silver,High,Yes,1339,No
26-35,Low,Other,Low,Frequent,Watches,Black,Medium,Yes,20974,No
26-35,High,Other,Low,Rare,Fashion,Silver,Medium,No,27509,No
18-25,High,Expat - Indian,High,Rare,Real Estate,Bold Colors,High,No,38898,No
46+,Low,Expat - Western,Low,Frequent,Jewelry,Silver,Medium,Yes,27221,No
18-25,Medium,Other,High,Frequent,Automobiles,Black,Medium,No,28263,No
26-35,Medium,Emirati,High,Frequent,Real Estate,Bold Colors,Low,No,8733,Yes
46+,Medium,Expat - Indian,Medium,Frequent,Jewelry,Bold Colors,Medium,Yes,46878,No
36-45,Ultra High,Expat - Arab,Medium,Occasional,Watches,Silver,High,No,6049,No
46+,High,Expat - Arab,Medium,Frequent,Fashion,Bold Colors,Medium,Yes,44086,No
36-45,Medium,Emirati,High,Frequent,Fashion,Silver,Low,No,46401,No
36-45,High,Other,High,Frequent,Jewelry,Gold,High,Yes,22088,Yes
46+,Medium,Expat - Indian,High,Rare,Real Estate,Bold Colors,Medium,Yes,16608,No
36-45,Ultra High,Emirati,Low,Frequent,Automobiles,Silver,Medium,Yes,1638,Yes
18-25,Medium,Other,Medium,Rare,Watches,Gold,Medium,Yes,8709,Yes
26-35,High,Expat - Indian,Medium,Rare,Jewelry,Bold Colors,High,No,6143,Yes
36-45,High,Expat - Arab,Medium,Rare,Watches,Gold,Low,Yes,2224,No
18-25,Low,Expat - Indian,Low,Rare,Fashion,Bold Colors,High,Yes,48234,No
36-45,High,Expat - Western,Low,Occasional,Automobiles,Black,High,No,49047,No
26-35,Low,Expat - Indian,High,Frequent,Watches,Black,Low,Yes,45870,No
18-25,Medium,Expat - Western,Medium,Rare,Jewelry,Silver,High,Yes,38013,Yes
26-35,Medium,Expat - Indian,Medium,Frequent,Automobiles,White,High,No,10741,No
26-35,Ultra High,Expat - Western,Medium,Rare,Real Estate,Black,Medium,No,23991,No
18-25,High,Expat - Arab,High,Occasional,Jewelry,White,High,Yes,41175,Yes
18-25,High,Other,High,Rare,Watches,Gold,Medium,Yes,27081,Yes
18-25,High,Expat - Western,Medium,Frequent,Automobiles,Gold,High,No,48558,No
46+,Medium,Expat - Western,Low,Frequent,Jewelry,White,Medium,Yes,16642,No
18-25,Ultra High,Expat - Arab,Medium,Occasional,Automobiles,Silver,Medium,Yes,10567,No
18-25,Medium,Expat - Western,High,Frequent,Automobiles,Bold Colors,Medium,Yes,42627,No
18-25,Medium,Emirati,Medium,Frequent,Automobiles,White,Low,Yes,39536,No
18-25,Low,Expat - Arab,Medium,Rare,Watches,White,High,No,18399,Yes
36-45,High,Emirati,Medium,Frequent,Jewelry,White,High,No,34103,No
46+,High,Expat - Arab,Medium,Rare,Fashion,White,High,No,46721,No
26-35,Medium,Expat - Western,High,Occasional,Fashion,White,Low,No,16330,Yes
18-25,Low,Emirati,Medium,Frequent,Watches,Silver,Medium,Yes,17464,No
